0,0,0
-15.43122,7.084019999,0
-29.14638,13.4865,0
-37.19721,17.05293,0
-41.08332,19.20966,0
-42.77496,21.3453,0
-43.30998,23.99376,0
-41.71824,26.24706,0
-38.36049,28.14849,0
-33.45651,29.70027,0
-29.27847,31.07334,0
-25.48782,33.3333,0
-22.81383,36.65775,0
-21.94137,39.73578,0
-22.06902,42.7461,0
-23.56086,46.52232,0
-26.48904,52.15335,0
-29.6703,57.71889,0
-30.65043,60.45171,0
-30.38292,63.96264,0
-28.12851,67.54572,0
-24.10254,69.62475,0
-18.45819,70.75362,0
-12.82827,70.79691,0
-7.74003,70.27632,0
-3.474299999,69.14967,0
0.256410001,67.13946,0
2.78499,64.10805,0
3.56865,59.94555,0
2.984790001,55.98174,0
1.12221,49.92558,0
-1.588409999,41.23761,0
-2.818290001,36.75321,0
-3.17571,32.40867,0
-2.252190001,28.27392,0
0.12432,23.74512,0
3.331110001,19.76799,0
6.866460001,16.8054,0
11.92917,13.75956,0
17.6046,11.56065,0
23.31444,10.2564,0
28.53699,9.67032,0
34.87176,10.21533,0
39.87897,11.86257,0
43.8894,14.28459,0
46.78317,16.95081,0
48.35604,20.96346,0
46.96077,25.57995,0
44.18799,29.46828,0
40.45173,33.0225,0
36.81426,36.14493,0
35.84412,39.07311,0
36.7965,40.55274,0
38.76675,42.24771,0
41.736,43.82946,0
45.84522,46.07388,0
49.67472,48.41376,0
53.47647,52.26435,0
54.94722,55.48557,0
55.04712,58.86552,0
54.43107,62.78493,0
54.91059,65.3013,0
57.03624,67.57569,0
59.27289,68.88438,0
62.74941,69.42162,0
66.67659,68.78226,0
69.46935,66.69768,0
70.90458,63.80502,0
71.0955,59.91891,0
71.16432,55.29021,0
71.19873,42.89706,0
71.39964,28.48704,0
71.55282,14.74413,0
71.49399,1.64391,0
71.44071,-0.89577,0
70.82466,-2.125650001,0
68.87883,-3.903870001,0
65.56104,-6.088350001,0
55.28799,-13.31334,0
49.1952,-17.62236,0
46.61778,-19.0698,0
43.92603,-19.50492,0
40.60491,-18.58362,0
36.93969,-16.82982,0
25.83636,-11.85147,0
9.228540001,-4.240200001,0
0,0,0
